Order_ID,Order_Date,Delivery_Date,Customer_ID,Region,City,Courier_Partner,Product_Category,Order_Value,Delivery_Days,Delivery_Status
ORD101015,2023-05-25,2023-05-31,CUST9399,West,Pune,Ecom Express,Sports,38011.4,6,Delayed
ORD101016,2023-03-18,2023-03-20,CUST8679,West,Mumbai,DTDC,Fashion,23984.69,2,On-Time
ORD101017,2023-08-25,2023-08-28,CUST7843,South,Bangalore,DTDC,Fashion,21725.25,3,On-Time
ORD101018,2023-04-18,2023-04-24,CUST1158,South,Bangalore,DTDC,Sports,43750.64,6,Delayed
ORD101019,2023-09-13,2023-09-16,CUST9808,West,Pune,DTDC,Beauty,21573.11,3,On-Time
ORD101020,2023-06-03,2023-06-10,CUST6410,South,Bangalore,Blue Dart,Electronics,46146.14,7,Delayed
ORD101021,2023-10-18,2023-10-24,CUST7331,East,Bhubaneswar,Ecom Express,Fashion,47460.29,6,Delayed
ORD101022,2023-04-07,2023-04-13,CUST3808,South,Chennai,Blue Dart,Beauty,32130.66,6,Delayed
ORD101023,2023-02-23,2023-03-05,CUST2138,East,Kolkata,India Post,Sports,24686.36,10,Delayed
ORD101024,2023-07-17,2023-07-26,CUST9495,South,Bangalore,DTDC,Sports,3963.98,9,Delayed
ORD101025,2023-01-06,2023-01-13,CUST2126,North,Lucknow,DTDC,Electronics,6892.31,7,Delayed
ORD101026,2023-07-19,2023-07-22,CUST8778,West,Mumbai,India Post,Fashion,15832.98,3,On-Time
ORD101027,2023-03-23,2023-03-29,CUST4304,East,Bhubaneswar,Blue Dart,Sports,35980.22,6,Delayed
ORD101028,2023-01-04,2023-01-12,CUST6388,West,Pune,India Post,Beauty,30440.01,8,Delayed
ORD101029,2023-10-19,2023-10-25,CUST8476,West,Pune,Blue Dart,Electronics,36995.89,6,Delayed
ORD101030,2023-06-27,2023-07-03,CUST8079,East,Bhubaneswar,DTDC,Fashion,21045.11,6,Delayed
ORD101031,2023-08-23,2023-08-24,CUST4927,South,Bangalore,Delhivery,Electronics,19980.79,1,On-Time
ORD101032,2023-03-22,2023-03-25,CUST4559,South,Chennai,Delhivery,Electronics,35053.18,3,On-Time
ORD101033,2023-09-10,2023-09-13,CUST6341,South,Bangalore,Ecom Express,Electronics,37892.14,3,On-Time
ORD101034,2023-07-29,2023-08-04,CUST8567,South,Chennai,DTDC,Electronics,23377.29,6,Delayed
ORD101035,2023-07-15,2023-07-23,CUST3236,South,Chennai,Ecom Express,Beauty,2369.85,8,Delayed
ORD101036,2023-06-17,2023-06-19,CUST8171,East,Bhubaneswar,Blue Dart,Electronics,4586.16,2,On-Time
ORD101037,2023-03-13,2023-03-14,CUST3903,South,Chennai,Ecom Express,Fashion,42005.54,1,On-Time
ORD101038,2023-05-31,2023-06-08,CUST6866,North,Lucknow,India Post,Electronics,34030.47,8,Delayed
ORD101039,2023-04-02,2023-04-05,CUST9566,North,Delhi,Ecom Express,Sports,11200.24,3,On-Time
ORD101040,2023-11-25,2023-11-29,CUST1797,East,Kolkata,DTDC,Home,22477.34,4,On-Time
ORD101041,2023-07-13,2023-07-19,CUST1457,West,Mumbai,DTDC,Fashion,10399.29,6,Delayed
ORD101042,2023-01-08,2023-01-11,CUST3750,South,Bangalore,Delhivery,Electronics,11418.11,3,On-Time
ORD101043,2023-03-27,2023-04-02,CUST4393,North,Delhi,Ecom Express,Home,28321.68,6,Delayed
ORD101044,2023-10-05,2023-10-12,CUST1245,South,Chennai,India Post,Fashion,5741.32,7,Delayed
ORD101045,2023-07-25,2023-07-29,CUST5562,East,Kolkata,DTDC,Beauty,11394.76,4,On-Time
ORD101046,2023-11-29,2023-12-02,CUST9185,East,Kolkata,India Post,Fashion,20849.29,3,On-Time
ORD101047,2023-02-22,2023-02-24,CUST7366,East,Kolkata,DTDC,Electronics,30193.42,2,On-Time
ORD101048,2023-12-14,2023-12-18,CUST2106,West,Mumbai,DTDC,Home,48912.07,4,On-Time
ORD101049,2023-06-21,2023-06-25,CUST1217,North,Lucknow,DTDC,Fashion,25419.29,4,On-Time
ORD101050,2023-04-30,2023-05-02,CUST1981,North,Delhi,DTDC,Beauty,37983.66,2,On-Time
ORD101051,2023-03-12,2023-03-19,CUST8270,South,Chennai,DTDC,Beauty,10617.07,7,Delayed
ORD101052,2023-06-18,2023-06-21,CUST5726,North,Lucknow,Delhivery,Electronics,26283.21,3,On-Time
ORD101053,2023-01-13,2023-01-16,CUST5068,North,Lucknow,DTDC,Fashion,27195.93,3,On-Time
ORD101054,2023-12-18,2023-12-24,CUST1099,East,Kolkata,Delhivery,Beauty,26312.86,6,Delayed
ORD101055,2023-02-03,2023-02-09,CUST4345,West,Mumbai,Ecom Express,Electronics,31901.16,6,Delayed
ORD101056,2023-03-06,2023-03-13,CUST3689,North,Delhi,DTDC,Electronics,21598.87,7,Delayed
ORD101057,2023-04-12,2023-04-19,CUST4299,North,Delhi,Delhivery,Home,14624.97,7,Delayed
ORD101058,2023-05-20,2023-05-28,CUST8231,West,Pune,India Post,Home,20213.1,8,Delayed
ORD101059,2023-08-05,2023-08-11,CUST2363,East,Bhubaneswar,Delhivery,Beauty,1480.65,6,Delayed
ORD101060,2023-06-03,2023-06-10,CUST8431,East,Kolkata,Blue Dart,Fashion,13235.94,7,Delayed
ORD101061,2023-05-26,2023-06-01,CUST4106,South,Chennai,India Post,Fashion,35885.74,6,Delayed
ORD101062,2023-01-03,2023-01-07,CUST7113,North,Lucknow,Blue Dart,Beauty,47044.11,4,On-Time
ORD101063,2023-07-16,2023-07-22,CUST3660,South,Bangalore,DTDC,Electronics,49627.39,6,Delayed
ORD101064,2023-04-10,2023-04-12,CUST7032,West,Pune,Delhivery,Home,25725.61,2,On-Time
ORD101065,2023-12-23,2023-12-29,CUST6921,North,Lucknow,Ecom Express,Fashion,12496.47,6,Delayed
ORD101066,2023-11-20,2023-11-26,CUST3414,East,Kolkata,Delhivery,Fashion,13435.87,6,Delayed
ORD101067,2023-05-11,2023-05-15,CUST7515,North,Delhi,India Post,Electronics,32397.67,4,On-Time
ORD101068,2023-12-28,2024-01-03,CUST7993,East,Kolkata,Blue Dart,Fashion,43862.31,6,Delayed
ORD101069,2023-05-10,2023-05-13,CUST2456,East,Bhubaneswar,Blue Dart,Beauty,37746.88,3,On-Time
ORD101070,2023-02-25,2023-02-27,CUST7520,East,Bhubaneswar,Ecom Express,Home,37562.14,2,On-Time
ORD101071,2023-12-24,2023-12-27,CUST7845,South,Bangalore,Ecom Express,Electronics,5295.1,3,On-Time
ORD101072,2023-09-26,2023-10-02,CUST3200,South,Chennai,Delhivery,Fashion,9231.86,6,Delayed
ORD101073,2023-04-12,2023-04-18,CUST3993,South,Bangalore,Blue Dart,Fashion,9689.08,6,Delayed
ORD101074,2023-04-09,2023-04-12,CUST2307,North,Lucknow,Blue Dart,Sports,5905.17,3,On-Time
ORD101075,2023-05-31,2023-06-06,CUST8949,North,Delhi,DTDC,Home,1968.5,6,Delayed
ORD101076,2023-12-11,2023-12-12,CUST1685,West,Mumbai,India Post,Electronics,33433.45,1,On-Time
ORD101077,2023-02-19,2023-02-22,CUST8961,North,Delhi,DTDC,Sports,49351.39,3,On-Time
ORD101078,2023-08-31,2023-09-04,CUST6918,East,Bhubaneswar,DTDC,Home,49972.53,4,On-Time
ORD101079,2023-12-07,2023-12-14,CUST7583,South,Bangalore,Ecom Express,Home,40410.38,7,Delayed
ORD101080,2023-03-13,2023-03-15,CUST5072,North,Delhi,Ecom Express,Home,47577.57,2,On-Time
ORD101081,2023-07-08,2023-07-10,CUST6278,South,Chennai,Blue Dart,Fashion,654.89,2,On-Time
ORD101082,2023-01-09,2023-01-15,CUST8938,East,Kolkata,Ecom Express,Home,34057.51,6,Delayed
ORD101083,2023-07-24,2023-07-29,CUST2645,East,Kolkata,DTDC,Beauty,49350.14,5,On-Time
ORD101084,2023-07-17,2023-07-20,CUST9267,South,Bangalore,Delhivery,Sports,43873.58,3,On-Time
ORD101085,2023-01-17,2023-01-24,CUST8311,North,Delhi,DTDC,Sports,49367.37,7,Delayed
ORD101086,2023-03-01,2023-03-05,CUST2465,South,Bangalore,DTDC,Fashion,37786.0,4,On-Time
ORD101087,2023-02-24,2023-02-27,CUST4610,South,Bangalore,India Post,Home,45181.1,3,On-Time
ORD101088,2023-05-12,2023-05-14,CUST6452,East,Kolkata,Delhivery,Sports,31860.64,2,On-Time
ORD101089,2023-04-25,2023-04-27,CUST7252,West,Mumbai,Delhivery,Beauty,45553.27,2,On-Time
ORD101090,2023-12-01,2023-12-07,CUST2824,East,Bhubaneswar,Delhivery,Fashion,13325.15,6,Delayed
ORD101091,2023-02-15,2023-02-21,CUST6134,South,Bangalore,Delhivery,Electronics,28855.53,6,Delayed
ORD101092,2023-07-14,2023-07-18,CUST7941,East,Kolkata,DTDC,Sports,27012.35,4,On-Time
ORD101093,2023-06-13,2023-06-19,CUST1150,West,Mumbai,Blue Dart,Sports,29743.41,6,Delayed
ORD101094,2023-10-03,2023-10-06,CUST8467,West,Pune,India Post,Home,41942.22,3,On-Time
ORD101095,2023-03-17,2023-03-23,CUST3022,East,Kolkata,Delhivery,Electronics,30144.58,6,Delayed
ORD101096,2023-05-21,2023-05-23,CUST7171,West,Pune,Delhivery,Fashion,25003.76,2,On-Time
ORD101097,2023-01-31,2023-02-01,CUST4687,West,Pune,India Post,Fashion,42479.46,1,On-Time
ORD101098,2023-12-25,2023-12-28,CUST3608,East,Kolkata,Ecom Express,Beauty,15305.54,3,On-Time
ORD101099,2023-01-12,2023-01-15,CUST7407,East,Bhubaneswar,Blue Dart,Beauty,49520.56,3,On-Time
ORD101100,2023-02-06,2023-02-10,CUST2594,East,Bhubaneswar,DTDC,Fashion,35204.88,4,On-Time
ORD101101,2023-03-09,2023-03-15,CUST3253,South,Bangalore,Ecom Express,Home,23147.86,6,Delayed
ORD101102,2023-08-15,2023-08-19,CUST1149,East,Bhubaneswar,Ecom Express,Fashion,11297.76,4,On-Time
ORD101103,2023-07-05,2023-07-07,CUST3756,East,Kolkata,Delhivery,Fashion,19139.51,2,On-Time
ORD101104,2023-01-29,2023-02-07,CUST6545,North,Lucknow,India Post,Electronics,6308.67,9,Delayed
ORD101105,2023-10-31,2023-11-06,CUST7498,South,Bangalore,Delhivery,Beauty,12627.55,6,Delayed
ORD101106,2023-09-08,2023-09-11,CUST2468,South,Bangalore,Delhivery,Beauty,38904.57,3,On-Time
ORD101107,2023-08-26,2023-09-01,CUST2353,West,Pune,DTDC,Beauty,18682.49,6,Delayed
ORD101108,2023-03-04,2023-03-11,CUST2549,South,Bangalore,India Post,Sports,49373.79,7,Delayed
ORD101109,2023-10-31,2023-11-08,CUST6328,North,Lucknow,Ecom Express,Beauty,15268.99,8,Delayed
ORD101110,2023-02-02,2023-02-05,CUST9684,East,Kolkata,DTDC,Electronics,19992.93,3,On-Time
ORD101111,2023-09-08,2023-09-11,CUST3960,North,Delhi,Delhivery,Fashion,48301.21,3,On-Time
ORD101112,2023-11-03,2023-11-10,CUST4378,East,Kolkata,Blue Dart,Home,6590.74,7,Delayed
ORD101113,2023-12-01,2023-12-07,CUST5891,North,Lucknow,Ecom Express,Electronics,4688.21,6,Delayed
ORD101114,2023-07-06,2023-07-12,CUST9510,West,Mumbai,Blue Dart,Electronics,12792.69,6,Delayed
ORD101115,2023-05-31,2023-06-08,CUST6769,East,Bhubaneswar,India Post,Beauty,34907.52,8,Delayed
ORD101116,2023-11-07,2023-11-16,CUST5910,East,Kolkata,Delhivery,Electronics,12236.47,9,Delayed
ORD101117,2023-04-21,2023-04-24,CUST2218,West,Mumbai,Blue Dart,Home,6860.36,3,On-Time
ORD101118,2023-10-09,2023-10-15,CUST5164,North,Lucknow,Delhivery,Fashion,20302.94,6,Delayed
ORD101119,2023-12-13,2023-12-21,CUST4156,South,Bangalore,Blue Dart,Electronics,31663.63,8,Delayed
ORD101120,2023-07-10,2023-07-14,CUST7208,East,Kolkata,DTDC,Fashion,16159.84,4,On-Time
ORD101121,2023-01-14,2023-01-18,CUST7664,West,Mumbai,India Post,Electronics,26807.77,4,On-Time
ORD101122,2023-02-03,2023-02-10,CUST4698,South,Bangalore,DTDC,Home,39014.51,7,Delayed
ORD101123,2023-05-21,2023-05-27,CUST3023,North,Lucknow,Ecom Express,Fashion,19242.3,6,Delayed
ORD101124,2023-03-31,2023-04-08,CUST5620,East,Bhubaneswar,Blue Dart,Beauty,5229.26,8,Delayed
ORD101125,2023-10-10,2023-10-11,CUST3960,South,Bangalore,Ecom Express,Fashion,16240.82,1,On-Time
ORD101126,2023-06-26,2023-06-29,CUST3547,West,Pune,Blue Dart,Fashion,13323.52,3,On-Time
ORD101127,2023-12-03,2023-12-05,CUST7064,North,Lucknow,Blue Dart,Home,3116.8,2,On-Time
ORD101128,2023-12-29,2024-01-04,CUST8678,West,Pune,Delhivery,Fashion,22228.52,6,Delayed
ORD101129,2023-09-15,2023-09-18,CUST6007,South,Chennai,Blue Dart,Fashion,15606.78,3,On-Time
ORD101130,2023-07-28,2023-07-31,CUST3705,West,Mumbai,Delhivery,Electronics,36632.67,3,On-Time
ORD101131,2023-10-22,2023-10-29,CUST7946,North,Lucknow,Blue Dart,Beauty,40513.17,7,Delayed
ORD101132,2023-12-13,2023-12-17,CUST9722,East,Kolkata,Blue Dart,Sports,34413.53,4,On-Time
ORD101133,2023-12-24,2023-12-27,CUST6653,North,Delhi,Delhivery,Electronics,35850.92,3,On-Time
ORD101134,2023-05-06,2023-05-08,CUST9577,West,Mumbai,Delhivery,Fashion,33888.85,2,On-Time
ORD101135,2023-04-26,2023-05-03,CUST9118,North,Lucknow,Ecom Express,Sports,17987.93,7,Delayed
ORD101136,2023-07-14,2023-07-18,CUST2931,North,Delhi,DTDC,Fashion,41670.46,4,On-Time
ORD101137,2023-05-29,2023-05-31,CUST4562,South,Chennai,DTDC,Electronics,37032.27,2,On-Time
ORD101138,2023-06-06,2023-06-13,CUST1096,West,Mumbai,Ecom Express,Sports,42493.41,7,Delayed
ORD101139,2023-11-12,2023-11-16,CUST7587,South,Chennai,DTDC,Electronics,17811.22,4,On-Time
ORD101140,2023-07-01,2023-07-03,CUST7729,North,Lucknow,Blue Dart,Electronics,26690.28,2,On-Time
ORD101141,2023-03-05,2023-03-14,CUST5903,West,Mumbai,India Post,Home,11691.71,9,Delayed
ORD101142,2023-07-06,2023-07-12,CUST8198,South,Bangalore,Blue Dart,Home,5880.4,6,Delayed
ORD101143,2023-03-24,2023-03-31,CUST3190,North,Lucknow,India Post,Fashion,5977.95,7,Delayed
ORD101144,2023-07-22,2023-07-24,CUST5354,South,Chennai,Ecom Express,Fashion,33477.14,2,On-Time
ORD101145,2023-03-02,2023-03-04,CUST7551,South,Chennai,Delhivery,Fashion,16581.94,2,On-Time
ORD101146,2023-09-14,2023-09-20,CUST6638,East,Bhubaneswar,India Post,Electronics,39739.29,6,Delayed
ORD101147,2023-09-14,2023-09-20,CUST1131,North,Delhi,India Post,Home,21768.42,6,Delayed
ORD101148,2023-08-11,2023-08-19,CUST9376,South,Chennai,Blue Dart,Beauty,12763.49,8,Delayed
ORD101149,2023-04-06,2023-04-12,CUST8764,North,Delhi,Ecom Express,Fashion,33483.36,6,Delayed
ORD101150,2023-12-28,2024-01-03,CUST3436,West,Mumbai,Delhivery,Sports,30749.47,6,Delayed
ORD101151,2023-04-28,2023-05-04,CUST4270,North,Lucknow,India Post,Fashion,46490.37,6,Delayed
ORD101152,2023-02-16,2023-02-18,CUST4633,West,Pune,DTDC,Home,35157.86,2,On-Time
ORD101153,2023-06-22,2023-06-28,CUST5596,South,Bangalore,Blue Dart,Electronics,15562.35,6,Delayed
ORD101154,2023-06-29,2023-07-08,CUST6269,East,Kolkata,DTDC,Electronics,9496.71,9,Delayed
ORD101155,2023-04-19,2023-04-26,CUST9049,South,Chennai,Ecom Express,Electronics,21829.92,7,Delayed
ORD101156,2023-07-06,2023-07-08,CUST3134,South,Bangalore,India Post,Electronics,34306.59,2,On-Time
ORD101157,2023-06-19,2023-06-28,CUST5521,South,Chennai,Delhivery,Sports,26678.67,9,Delayed
ORD101158,2023-04-18,2023-04-21,CUST1672,East,Kolkata,Ecom Express,Fashion,31663.15,3,On-Time
ORD101159,2023-10-28,2023-11-04,CUST9955,West,Mumbai,India Post,Beauty,46312.28,7,Delayed
ORD101160,2023-11-13,2023-11-19,CUST3094,South,Chennai,Ecom Express,Fashion,26911.1,6,Delayed
ORD101161,2023-04-09,2023-04-13,CUST8347,South,Chennai,Ecom Express,Sports,48768.74,4,On-Time
ORD101162,2023-11-19,2023-11-21,CUST1358,East,Bhubaneswar,India Post,Beauty,26426.26,2,On-Time
ORD101163,2023-03-27,2023-03-29,CUST4116,East,Kolkata,DTDC,Sports,3509.27,2,On-Time
ORD101164,2023-07-23,2023-07-27,CUST7567,South,Bangalore,India Post,Sports,19515.45,4,On-Time
ORD101165,2023-11-07,2023-11-12,CUST9401,South,Bangalore,India Post,Sports,11281.48,5,On-Time
ORD101166,2023-08-22,2023-08-30,CUST2951,East,Bhubaneswar,DTDC,Fashion,15170.0,8,Delayed
ORD101167,2023-03-29,2023-04-05,CUST3178,North,Delhi,DTDC,Fashion,47131.28,7,Delayed
ORD101168,2023-05-19,2023-05-26,CUST2903,West,Mumbai,Delhivery,Fashion,49482.05,7,Delayed
ORD101169,2023-01-01,2023-01-09,CUST5831,East,Bhubaneswar,DTDC,Sports,13569.89,8,Delayed
ORD101170,2023-06-16,2023-06-23,CUST5194,West,Mumbai,Ecom Express,Fashion,36658.6,7,Delayed
ORD101171,2023-01-09,2023-01-15,CUST4377,East,Kolkata,Delhivery,Beauty,47309.99,6,Delayed
ORD101172,2023-08-15,2023-08-22,CUST8109,North,Lucknow,DTDC,Beauty,8204.25,7,Delayed
ORD101173,2023-07-08,2023-07-11,CUST3885,North,Lucknow,India Post,Fashion,23239.81,3,On-Time
ORD101174,2023-04-07,2023-04-09,CUST7458,East,Kolkata,Delhivery,Electronics,15852.93,2,On-Time
ORD101175,2023-12-18,2023-12-20,CUST7594,East,Kolkata,India Post,Beauty,12640.06,2,On-Time
ORD101176,2023-02-21,2023-02-27,CUST1339,East,Kolkata,Delhivery,Electronics,30363.03,6,Delayed
ORD101177,2023-02-26,2023-03-01,CUST1221,West,Mumbai,India Post,Electronics,13749.0,3,On-Time
ORD101178,2023-01-05,2023-01-11,CUST3281,West,Mumbai,Blue Dart,Home,42709.65,6,Delayed
ORD101179,2023-09-03,2023-09-09,CUST1915,East,Bhubaneswar,Ecom Express,Home,16921.94,6,Delayed
ORD101180,2023-10-06,2023-10-14,CUST9381,East,Kolkata,India Post,Electronics,5589.36,8,Delayed
ORD101181,2023-08-01,2023-08-10,CUST5699,North,Delhi,India Post,Beauty,19576.46,9,Delayed
ORD101182,2023-04-26,2023-04-29,CUST4678,West,Pune,Delhivery,Electronics,24845.12,3,On-Time
ORD101183,2023-02-22,2023-02-28,CUST2389,West,Pune,DTDC,Sports,17019.38,6,Delayed
ORD101184,2023-01-23,2023-01-25,CUST3461,East,Kolkata,Blue Dart,Home,30180.77,2,On-Time
ORD101185,2023-12-08,2023-12-16,CUST7047,East,Bhubaneswar,DTDC,Electronics,13919.12,8,Delayed
ORD101186,2023-05-16,2023-05-22,CUST3421,West,Mumbai,Delhivery,Fashion,39000.31,6,Delayed
ORD101187,2023-07-19,2023-07-21,CUST5562,South,Chennai,Ecom Express,Electronics,29103.22,2,On-Time
ORD101188,2023-03-16,2023-03-24,CUST8885,North,Delhi,India Post,Beauty,17954.13,8,Delayed
ORD101189,2023-12-22,2023-12-24,CUST9826,West,Pune,India Post,Fashion,19467.67,2,On-Time
ORD101190,2023-10-01,2023-10-04,CUST4593,South,Bangalore,DTDC,Sports,35888.59,3,On-Time
ORD101191,2023-12-26,2024-01-01,CUST3188,North,Lucknow,India Post,Electronics,18438.72,6,Delayed
ORD101192,2023-02-26,2023-03-04,CUST7898,North,Lucknow,DTDC,Fashion,15087.52,6,Delayed
ORD101193,2023-05-05,2023-05-08,CUST3344,North,Delhi,India Post,Fashion,6303.17,3,On-Time
ORD101194,2023-07-13,2023-07-19,CUST3591,East,Bhubaneswar,DTDC,Electronics,33305.99,6,Delayed
ORD101195,2023-01-16,2023-01-19,CUST7823,North,Delhi,India Post,Electronics,1117.65,3,On-Time
ORD101196,2023-03-18,2023-03-24,CUST7742,West,Pune,Delhivery,Sports,35078.91,6,Delayed
ORD101197,2023-06-22,2023-06-25,CUST3843,South,Bangalore,DTDC,Fashion,3470.04,3,On-Time
ORD101198,2023-09-15,2023-09-17,CUST9222,North,Lucknow,Ecom Express,Beauty,27930.72,2,On-Time
ORD101199,2023-06-06,2023-06-09,CUST3050,East,Bhubaneswar,Ecom Express,Home,48669.56,3,On-Time
ORD101200,2023-04-19,2023-04-22,CUST2264,South,Bangalore,DTDC,Fashion,41214.0,3,On-Time
ORD101201,2023-12-21,2023-12-27,CUST7086,South,Chennai,Delhivery,Beauty,41449.06,6,Delayed
ORD101202,2023-11-28,2023-12-01,CUST6496,South,Chennai,India Post,Electronics,18453.73,3,On-Time
ORD101203,2023-01-15,2023-01-22,CUST6064,North,Delhi,Blue Dart,Electronics,10989.54,7,Delayed
ORD101204,2023-04-07,2023-04-10,CUST8926,East,Kolkata,DTDC,Electronics,48844.83,3,On-Time
ORD101205,2023-01-24,2023-01-26,CUST7523,North,Delhi,Ecom Express,Electronics,49036.81,2,On-Time
ORD101206,2023-09-14,2023-09-20,CUST7672,North,Lucknow,Delhivery,Fashion,35281.51,6,Delayed
ORD101207,2023-09-15,2023-09-17,CUST1612,North,Delhi,India Post,Beauty,24109.18,2,On-Time
ORD101208,2023-05-29,2023-06-04,CUST4533,North,Lucknow,India Post,Electronics,47664.51,6,Delayed
ORD101209,2023-12-15,2023-12-19,CUST9573,East,Kolkata,Ecom Express,Sports,26056.89,4,On-Time
ORD101210,2023-06-24,2023-06-26,CUST1655,South,Bangalore,DTDC,Home,31361.8,2,On-Time
ORD101211,2023-12-31,2024-01-02,CUST9151,West,Pune,DTDC,Sports,30540.41,2,On-Time
ORD101212,2023-02-19,2023-02-21,CUST2428,West,Mumbai,Delhivery,Home,27583.23,2,On-Time
ORD101213,2023-09-13,2023-09-21,CUST6952,North,Lucknow,India Post,Home,8492.89,8,Delayed
ORD101214,2023-06-30,2023-07-06,CUST5194,North,Delhi,Delhivery,Beauty,13268.23,6,Delayed
ORD101215,2023-08-15,2023-08-22,CUST5696,East,Kolkata,Ecom Express,Sports,24668.82,7,Delayed
ORD101216,2023-07-25,2023-07-27,CUST7122,South,Bangalore,Blue Dart,Sports,42319.36,2,On-Time
ORD101217,2023-02-12,2023-02-15,CUST5011,East,Bhubaneswar,DTDC,Electronics,31220.38,3,On-Time
ORD101218,2023-12-25,2023-12-31,CUST7541,West,Mumbai,India Post,Electronics,14887.7,6,Delayed
ORD101219,2023-02-07,2023-02-11,CUST8616,North,Lucknow,Delhivery,Home,23560.94,4,On-Time
ORD101220,2023-02-25,2023-03-03,CUST6385,North,Delhi,Ecom Express,Beauty,38526.72,6,Delayed
ORD101221,2023-02-03,2023-02-10,CUST9930,South,Chennai,DTDC,Beauty,6159.16,7,Delayed
ORD101222,2023-03-21,2023-03-24,CUST7230,West,Mumbai,Delhivery,Home,28626.23,3,On-Time
ORD101223,2023-02-01,2023-02-07,CUST1375,West,Pune,Delhivery,Beauty,11064.33,6,Delayed
ORD101224,2023-12-17,2023-12-23,CUST2338,South,Chennai,Delhivery,Electronics,7516.03,6,Delayed
ORD101225,2023-06-02,2023-06-04,CUST4015,West,Pune,Ecom Express,Sports,11098.19,2,On-Time
ORD101226,2023-01-28,2023-02-04,CUST7866,North,Lucknow,DTDC,Home,8644.4,7,Delayed
ORD101227,2023-09-04,2023-09-06,CUST7375,South,Bangalore,Ecom Express,Beauty,18057.27,2,On-Time
ORD101228,2023-01-06,2023-01-14,CUST6185,East,Kolkata,India Post,Sports,31017.36,8,Delayed
ORD101229,2023-01-08,2023-01-16,CUST7658,North,Lucknow,Ecom Express,Beauty,43282.92,8,Delayed
ORD101230,2023-05-15,2023-05-17,CUST2596,East,Kolkata,Ecom Express,Fashion,31897.51,2,On-Time
ORD101231,2023-01-19,2023-01-25,CUST4541,North,Delhi,Blue Dart,Sports,38832.03,6,Delayed
ORD101232,2023-06-28,2023-07-04,CUST6960,North,Delhi,Ecom Express,Sports,47777.67,6,Delayed
ORD101233,2023-01-09,2023-01-14,CUST8471,South,Chennai,Blue Dart,Electronics,35116.2,5,On-Time
ORD101234,2023-07-31,2023-08-02,CUST2857,South,Chennai,Ecom Express,Beauty,26396.91,2,On-Time
ORD101235,2023-04-01,2023-04-10,CUST5669,South,Chennai,India Post,Sports,8551.53,9,Delayed
ORD101236,2023-12-04,2023-12-08,CUST2625,East,Bhubaneswar,Delhivery,Sports,46926.13,4,On-Time
ORD101237,2023-02-14,2023-02-21,CUST9133,West,Mumbai,India Post,Electronics,31004.89,7,Delayed
ORD101238,2023-11-16,2023-11-23,CUST5749,West,Mumbai,Delhivery,Sports,29271.06,7,Delayed
ORD101239,2023-08-04,2023-08-12,CUST3038,North,Lucknow,Blue Dart,Electronics,10180.23,8,Delayed
ORD101240,2023-06-29,2023-07-05,CUST4668,West,Pune,DTDC,Beauty,876.45,6,Delayed
ORD101241,2023-09-17,2023-09-23,CUST7792,South,Chennai,DTDC,Beauty,33828.39,6,Delayed
ORD101242,2023-01-17,2023-01-23,CUST6490,North,Delhi,Delhivery,Sports,41091.7,6,Delayed
ORD101243,2023-03-29,2023-03-31,CUST1845,West,Pune,DTDC,Beauty,10036.69,2,On-Time
ORD101244,2023-10-23,2023-10-29,CUST3595,South,Chennai,Ecom Express,Fashion,20454.39,6,Delayed
ORD101245,2023-08-12,2023-08-14,CUST5263,North,Delhi,Blue Dart,Sports,39321.92,2,On-Time
ORD101246,2023-10-11,2023-10-18,CUST3507,North,Lucknow,DTDC,Electronics,1769.19,7,Delayed
ORD101247,2023-01-15,2023-01-21,CUST8433,East,Kolkata,Blue Dart,Electronics,37245.81,6,Delayed
ORD101248,2023-11-21,2023-11-29,CUST5018,East,Bhubaneswar,India Post,Fashion,15197.66,8,Delayed
ORD101249,2023-07-13,2023-07-15,CUST2694,West,Mumbai,DTDC,Fashion,31558.18,2,On-Time
ORD101250,2023-02-26,2023-03-06,CUST2267,South,Bangalore,India Post,Home,13468.74,8,Delayed
ORD101251,2023-09-11,2023-09-19,CUST8971,West,Mumbai,DTDC,Beauty,39874.35,8,Delayed
ORD101252,2023-11-17,2023-11-23,CUST3639,North,Lucknow,DTDC,Home,31860.81,6,Delayed
ORD101253,2023-04-03,2023-04-09,CUST6616,South,Bangalore,Delhivery,Sports,42813.04,6,Delayed
ORD101254,2023-06-27,2023-07-06,CUST1484,South,Bangalore,India Post,Home,46365.87,9,Delayed
ORD101255,2023-10-02,2023-10-08,CUST6366,North,Delhi,DTDC,Home,6182.03,6,Delayed
ORD101256,2023-03-12,2023-03-21,CUST5822,North,Delhi,DTDC,Beauty,10362.26,9,Delayed
ORD101257,2023-08-28,2023-09-04,CUST4242,East,Bhubaneswar,Blue Dart,Beauty,46156.23,7,Delayed
ORD101258,2023-12-18,2023-12-20,CUST6105,West,Pune,Ecom Express,Electronics,29390.59,2,On-Time
ORD101259,2023-03-26,2023-03-29,CUST6222,West,Pune,Blue Dart,Beauty,21475.0,3,On-Time
ORD101260,2023-11-15,2023-11-18,CUST2052,North,Lucknow,Blue Dart,Sports,17969.32,3,On-Time
ORD101261,2023-08-19,2023-08-25,CUST9691,North,Delhi,Ecom Express,Home,29550.03,6,Delayed
ORD101262,2023-06-30,2023-07-08,CUST5019,South,Bangalore,India Post,Home,21754.65,8,Delayed
