Order_ID,Order_Date,Delivery_Date,Customer_ID,Region,City,Courier_Partner,Product_Category,Order_Value
ORD101233,2023-06-28,2023-07-06,CUST3176,West,Kolkata,Delhivery,Home,29095.02
ORD101234,2023-09-28,2023-10-02,CUST4605,South,Mumbai,DTDC,Fashion,47049.52
ORD101235,2023-02-18,2023-02-28,CUST5124,South,Bangalore,Ecom Express,Electronics,46199.77
ORD101236,2023-06-26,2023-07-03,CUST6222,North,Chennai,Ecom Express,Fashion,14528.79
ORD101237,2023-10-30,2023-11-05,CUST8546,North,Mumbai,Blue Dart,Home,3853.28
ORD101238,2023-03-23,2023-04-02,CUST5680,North,Kolkata,Ecom Express,Home,8093.34
ORD101239,2023-09-12,2023-09-14,CUST2886,East,Chennai,DTDC,Home,3077.44
ORD101240,2023-08-03,2023-08-07,CUST3150,West,Chennai,Blue Dart,Fashion,17996.06
ORD101241,2023-10-20,2023-10-21,CUST1557,South,Delhi,DTDC,Electronics,30702.96
ORD101242,2023-01-18,2023-01-28,CUST7053,East,Delhi,Delhivery,Fashion,19648.56
ORD101243,2023-02-20,2023-03-02,CUST3982,East,Delhi,Delhivery,Home,17642.74
ORD101244,2023-03-21,2023-03-26,CUST2858,West,Kolkata,Ecom Express,Sports,37963.81
ORD101245,2023-12-13,2023-12-14,CUST8927,North,Mumbai,Delhivery,Home,18204.68
ORD101246,2023-10-27,2023-11-03,CUST1973,East,Chennai,Blue Dart,Home,23234.8
ORD101247,2023-05-11,2023-05-14,CUST9347,East,Chennai,Ecom Express,Beauty,49735.34
ORD101248,2023-12-26,2023-12-28,CUST5294,West,Hyderabad,Delhivery,Sports,10891.41
ORD101249,2023-04-09,2023-04-12,CUST6407,West,Hyderabad,DTDC,Fashion,27135.86
ORD101250,2023-08-02,2023-08-08,CUST7056,South,Kolkata,DTDC,Home,31949.56
ORD101251,2023-06-17,2023-06-19,CUST2848,East,Kolkata,Delhivery,Sports,25895.58
ORD101252,2023-01-21,2023-01-25,CUST4420,South,Kolkata,Ecom Express,Fashion,27345.45
ORD101253,2023-12-18,2023-12-23,CUST2154,West,Kolkata,Blue Dart,Fashion,47272.8
ORD101254,2023-05-25,2023-06-01,CUST9099,East,Delhi,Blue Dart,Fashion,26705.81
ORD101255,2023-01-22,2023-01-25,CUST3938,East,Chennai,DTDC,Beauty,37846.63
ORD101256,2023-05-21,2023-05-24,CUST6129,South,Hyderabad,Blue Dart,Electronics,24950.33
ORD101257,2023-05-11,2023-05-20,CUST9995,East,Bangalore,Ecom Express,Beauty,9754.95
ORD101258,2023-05-16,2023-05-21,CUST1987,East,Bangalore,DTDC,Home,5592.15
ORD101259,2023-07-29,2023-08-04,CUST8073,North,Chennai,Blue Dart,Home,38994.32
ORD101260,2023-03-11,2023-03-21,CUST9371,North,Mumbai,India Post,Home,33854.47
ORD101261,2023-08-10,2023-08-15,CUST8171,South,Bangalore,Ecom Express,Home,29640.13
ORD101262,2023-11-01,2023-11-05,CUST4359,South,Hyderabad,Blue Dart,Electronics,10355.35
ORD101263,2023-05-23,2023-05-28,CUST3923,East,Hyderabad,Blue Dart,Electronics,17791.73
ORD101264,2023-07-05,2023-07-09,CUST9904,East,Delhi,India Post,Electronics,41685.21
ORD101265,2023-06-09,2023-06-18,CUST7962,South,Hyderabad,Ecom Express,Sports,11200.66
ORD101266,2023-12-04,2023-12-11,CUST9261,South,Kolkata,Blue Dart,Electronics,42431.44
ORD101267,2023-08-08,2023-08-18,CUST5376,East,Kolkata,Blue Dart,Home,8377.06
ORD101268,2023-02-25,2023-03-05,CUST4251,East,Bangalore,DTDC,Electronics,30990.18
ORD101269,2023-10-31,2023-11-06,CUST3484,East,Mumbai,Delhivery,Sports,20299.37
ORD101270,2023-08-26,2023-09-04,CUST3854,West,Bangalore,Blue Dart,Electronics,15101.57
ORD101271,2023-12-28,2024-01-04,CUST4388,South,Chennai,Delhivery,Electronics,6626.5
ORD101272,2023-10-17,2023-10-26,CUST5604,North,Bangalore,Blue Dart,Home,44315.17
ORD101273,2023-12-27,2023-12-28,CUST3087,East,Mumbai,Blue Dart,Home,30537.4
ORD101274,2023-10-12,2023-10-21,CUST5177,West,Bangalore,Delhivery,Beauty,39435.35
ORD101275,2023-03-16,2023-03-20,CUST6272,West,Bangalore,Blue Dart,Sports,8523.55
ORD101276,2023-01-10,2023-01-17,CUST4641,West,Delhi,India Post,Sports,24837.69
ORD101277,2023-09-30,2023-10-03,CUST7114,South,Kolkata,DTDC,Electronics,12673.74
ORD101278,2023-06-26,2023-07-02,CUST2855,South,Chennai,Ecom Express,Beauty,450.06
ORD101279,2023-06-07,2023-06-08,CUST1825,West,Kolkata,DTDC,Beauty,15028.36
ORD101280,2023-11-04,2023-11-14,CUST1093,North,Delhi,DTDC,Beauty,16036.91
ORD101281,2023-01-11,2023-01-12,CUST9706,North,Hyderabad,Ecom Express,Fashion,27688.31
ORD101282,2023-10-19,2023-10-28,CUST6583,South,Chennai,India Post,Fashion,13187.34
ORD101283,2023-02-15,2023-02-24,CUST8347,North,Bangalore,India Post,Sports,38104.99
ORD101284,2023-03-07,2023-03-16,CUST1902,East,Mumbai,Delhivery,Electronics,49956.44
ORD101285,2023-05-11,2023-05-14,CUST6031,South,Mumbai,Blue Dart,Electronics,35486.11
ORD101286,2023-04-30,2023-05-08,CUST2503,East,Bangalore,India Post,Home,49751.28
ORD101287,2023-01-22,2023-01-24,CUST2791,North,Kolkata,Blue Dart,Beauty,7489.81
ORD101288,2023-07-21,2023-07-28,CUST1578,North,Hyderabad,Delhivery,Home,32396.95
ORD101289,2023-02-01,2023-02-10,CUST6662,West,Kolkata,Ecom Express,Home,27561.61
ORD101290,2023-06-12,2023-06-15,CUST3144,West,Kolkata,India Post,Fashion,47282.85
ORD101291,2023-05-24,2023-05-31,CUST5355,West,Delhi,India Post,Electronics,27746.24
ORD101292,2023-01-27,2023-01-28,CUST9695,West,Bangalore,Blue Dart,Fashion,35849.42
ORD101293,2023-11-30,2023-12-04,CUST9515,West,Hyderabad,DTDC,Fashion,5228.26
ORD101294,2023-01-02,2023-01-09,CUST6080,West,Hyderabad,India Post,Beauty,41559.15
ORD101295,2023-05-04,2023-05-10,CUST8872,South,Mumbai,Delhivery,Home,3492.82
ORD101296,2023-06-03,2023-06-13,CUST3564,East,Bangalore,DTDC,Beauty,36115.95
ORD101297,2023-08-07,2023-08-16,CUST7753,East,Chennai,Ecom Express,Sports,29483.9
ORD101298,2023-08-05,2023-08-13,CUST1464,South,Kolkata,Ecom Express,Electronics,20038.48
ORD101299,2023-05-17,2023-05-19,CUST5623,North,Bangalore,India Post,Fashion,26279.15
ORD101300,2023-11-27,2023-12-02,CUST1874,East,Delhi,Ecom Express,Fashion,3949.13
ORD101301,2023-01-03,2023-01-10,CUST2168,East,Delhi,Delhivery,Fashion,7650.01
ORD101302,2023-03-08,2023-03-17,CUST6842,South,Hyderabad,DTDC,Beauty,36250.65
ORD101303,2023-01-14,2023-01-18,CUST5063,North,Chennai,India Post,Sports,30534.66
ORD101304,2023-05-21,2023-05-26,CUST9250,North,Hyderabad,Ecom Express,Sports,24446.0
ORD101305,2023-07-18,2023-07-20,CUST6103,South,Kolkata,Ecom Express,Fashion,22430.12
ORD101306,2023-03-12,2023-03-18,CUST9839,East,Mumbai,Ecom Express,Beauty,32767.64
ORD101307,2023-07-05,2023-07-13,CUST7060,North,Kolkata,DTDC,Sports,13724.47
ORD101308,2023-11-21,2023-11-25,CUST6161,South,Delhi,Blue Dart,Beauty,8430.95
ORD101309,2023-08-04,2023-08-07,CUST1577,West,Chennai,Ecom Express,Fashion,30951.21
ORD101310,2023-11-01,2023-11-08,CUST5812,North,Mumbai,Delhivery,Fashion,37460.57
ORD101311,2023-12-16,2023-12-24,CUST9591,West,Bangalore,DTDC,Home,40719.69
ORD101312,2023-01-01,2023-01-09,CUST8065,East,Delhi,India Post,Home,18830.01
ORD101313,2023-12-23,2023-12-30,CUST5267,East,Kolkata,Ecom Express,Home,300.77
ORD101314,2023-09-17,2023-09-27,CUST4883,South,Chennai,DTDC,Home,35320.43
ORD101315,2023-02-03,2023-02-13,CUST2171,North,Mumbai,India Post,Home,8849.46
ORD101316,2023-10-05,2023-10-10,CUST9876,South,Mumbai,Delhivery,Beauty,11277.62
ORD101317,2023-06-07,2023-06-16,CUST6896,North,Bangalore,Ecom Express,Home,15145.0
ORD101318,2023-07-27,2023-08-04,CUST1930,East,Bangalore,India Post,Beauty,12937.07
ORD101319,2023-03-01,2023-03-09,CUST3316,West,Kolkata,Blue Dart,Sports,25535.6
ORD101320,2023-10-13,2023-10-15,CUST5132,East,Chennai,Ecom Express,Home,32940.72
ORD101321,2023-12-25,2023-12-28,CUST5137,South,Bangalore,India Post,Beauty,32645.53
ORD101322,2023-03-22,2023-03-30,CUST6413,West,Mumbai,India Post,Electronics,19818.52
ORD101323,2023-12-16,2023-12-19,CUST4084,West,Chennai,Ecom Express,Electronics,38685.31
ORD101324,2023-12-29,2023-12-31,CUST6425,East,Mumbai,Delhivery,Home,26466.27
ORD101325,2023-04-03,2023-04-08,CUST9388,South,Chennai,Delhivery,Sports,283.91
ORD101326,2023-03-21,2023-03-27,CUST8939,West,Bangalore,Delhivery,Sports,42011.53
ORD101327,2023-06-05,2023-06-10,CUST1552,East,Delhi,Delhivery,Electronics,47117.35
ORD101328,2023-07-18,2023-07-21,CUST8528,East,Kolkata,India Post,Electronics,32780.02
ORD101329,2023-09-02,2023-09-08,CUST5673,North,Chennai,Blue Dart,Electronics,19959.91
ORD101330,2023-10-19,2023-10-24,CUST8319,East,Hyderabad,Delhivery,Sports,14446.86
ORD101331,2023-11-03,2023-11-10,CUST2373,West,Hyderabad,Delhivery,Beauty,38181.59
ORD101332,2023-06-03,2023-06-11,CUST5486,North,Delhi,India Post,Home,25225.07
ORD101333,2023-11-08,2023-11-18,CUST1877,South,Bangalore,DTDC,Electronics,29989.66
ORD101334,2023-02-27,2023-03-09,CUST3088,North,Bangalore,India Post,Electronics,29127.09
ORD101335,2023-05-22,2023-05-25,CUST1102,East,Chennai,DTDC,Home,31816.76
ORD101336,2023-12-01,2023-12-10,CUST2360,East,Hyderabad,DTDC,Home,9815.26
ORD101337,2023-12-17,2023-12-19,CUST1855,West,Chennai,Delhivery,Beauty,37077.06
ORD101338,2023-01-18,2023-01-24,CUST7548,North,Kolkata,DTDC,Fashion,20873.73
ORD101339,2023-10-26,2023-11-05,CUST7648,East,Kolkata,India Post,Beauty,10885.13
ORD101340,2023-06-12,2023-06-13,CUST4207,South,Kolkata,Ecom Express,Home,9576.45
ORD101341,2023-09-30,2023-10-01,CUST3504,South,Kolkata,Delhivery,Fashion,30671.31
ORD101342,2023-12-20,2023-12-22,CUST2715,South,Hyderabad,DTDC,Beauty,34540.99
ORD101343,2023-05-07,2023-05-17,CUST3512,East,Mumbai,Ecom Express,Fashion,33763.36
ORD101344,2023-02-01,2023-02-04,CUST8660,West,Mumbai,Ecom Express,Fashion,31746.52
ORD101345,2023-02-20,2023-02-21,CUST5432,South,Bangalore,DTDC,Beauty,4913.71
ORD101346,2023-05-22,2023-05-29,CUST2812,West,Delhi,Delhivery,Beauty,41835.59
ORD101347,2023-01-01,2023-01-03,CUST3746,North,Mumbai,Delhivery,Beauty,33985.75
ORD101348,2023-03-02,2023-03-03,CUST2139,South,Hyderabad,Ecom Express,Sports,44007.89
ORD101349,2023-08-16,2023-08-26,CUST6299,South,Mumbai,DTDC,Beauty,5882.47
ORD101350,2023-10-06,2023-10-11,CUST4494,South,Mumbai,Delhivery,Fashion,29697.57
ORD101351,2023-06-09,2023-06-13,CUST8922,West,Chennai,DTDC,Sports,31861.69
ORD101352,2023-12-02,2023-12-11,CUST4864,South,Delhi,Ecom Express,Sports,35014.32
ORD101353,2023-09-07,2023-09-16,CUST7209,West,Mumbai,India Post,Electronics,8262.68
ORD101354,2023-03-23,2023-03-27,CUST7201,South,Chennai,India Post,Sports,46230.67
ORD101355,2023-11-07,2023-11-11,CUST5381,North,Bangalore,Ecom Express,Fashion,11582.42
ORD101356,2023-02-11,2023-02-13,CUST8947,South,Kolkata,Blue Dart,Home,36391.33
ORD101357,2023-04-09,2023-04-19,CUST3896,West,Mumbai,DTDC,Beauty,31652.01
ORD101358,2023-04-24,2023-04-26,CUST7872,West,Bangalore,DTDC,Sports,24760.72
ORD101359,2023-04-02,2023-04-04,CUST5472,South,Chennai,Blue Dart,Sports,16104.6
ORD101360,2023-12-05,2023-12-07,CUST2088,East,Delhi,Ecom Express,Fashion,1416.91
ORD101361,2023-02-13,2023-02-14,CUST3158,North,Delhi,Delhivery,Sports,30551.25
ORD101362,2023-02-07,2023-02-17,CUST4303,East,Mumbai,India Post,Electronics,34356.94
ORD101363,2023-12-25,2024-01-01,CUST3717,North,Hyderabad,DTDC,Sports,43507.44
ORD101364,2023-09-04,2023-09-14,CUST5700,West,Delhi,Blue Dart,Sports,39202.22
ORD101365,2023-02-18,2023-02-22,CUST3782,West,Kolkata,India Post,Sports,6778.48
ORD101366,2023-09-29,2023-10-06,CUST9972,West,Mumbai,Blue Dart,Beauty,15522.24
ORD101367,2023-01-09,2023-01-10,CUST5760,East,Chennai,DTDC,Electronics,25711.78
ORD101368,2023-06-26,2023-06-30,CUST3893,North,Chennai,Ecom Express,Sports,47696.82
ORD101369,2023-09-15,2023-09-23,CUST4537,West,Kolkata,India Post,Electronics,30354.38
ORD101370,2023-08-10,2023-08-19,CUST1191,North,Kolkata,DTDC,Electronics,38573.42
ORD101371,2023-10-09,2023-10-14,CUST2520,North,Hyderabad,Ecom Express,Fashion,45134.88
ORD101372,2023-01-03,2023-01-09,CUST6502,North,Hyderabad,Blue Dart,Home,11839.06
ORD101373,2023-08-31,2023-09-07,CUST5484,North,Kolkata,DTDC,Sports,17823.86
ORD101374,2023-08-28,2023-09-03,CUST1635,North,Kolkata,DTDC,Home,11256.42
ORD101375,2023-02-07,2023-02-17,CUST3626,East,Mumbai,DTDC,Sports,26529.39
ORD101376,2023-12-10,2023-12-14,CUST3082,West,Kolkata,Delhivery,Sports,35118.31
ORD101377,2023-07-24,2023-07-28,CUST6790,West,Bangalore,Delhivery,Fashion,30886.16
ORD101378,2023-06-13,2023-06-15,CUST6662,North,Mumbai,Delhivery,Sports,39073.47
ORD101379,2023-03-20,2023-03-29,CUST7672,North,Kolkata,Blue Dart,Home,49159.05
ORD101380,2023-04-20,2023-04-30,CUST9278,East,Chennai,Delhivery,Fashion,38608.81
ORD101381,2023-06-02,2023-06-10,CUST6121,West,Hyderabad,Blue Dart,Beauty,2015.58
ORD101382,2023-10-24,2023-10-25,CUST7873,South,Kolkata,Ecom Express,Beauty,37382.86
ORD101383,2023-08-16,2023-08-25,CUST8919,West,Bangalore,Blue Dart,Fashion,47440.6
ORD101384,2023-02-16,2023-02-17,CUST7274,South,Chennai,Blue Dart,Fashion,4943.91
ORD101385,2023-07-10,2023-07-15,CUST8372,South,Delhi,Ecom Express,Beauty,42411.34
ORD101386,2023-12-21,2023-12-25,CUST2112,West,Mumbai,Delhivery,Electronics,9414.77
ORD101387,2023-02-04,2023-02-08,CUST5906,South,Chennai,DTDC,Sports,44184.17
ORD101388,2023-07-17,2023-07-20,CUST3926,East,Mumbai,India Post,Beauty,12254.58
ORD101389,2023-10-30,2023-11-07,CUST3043,East,Mumbai,India Post,Home,44952.08
ORD101390,2023-02-10,2023-02-18,CUST3408,West,Kolkata,Ecom Express,Home,5287.42
ORD101391,2023-05-10,2023-05-18,CUST4860,East,Chennai,Ecom Express,Sports,43938.97
ORD101392,2023-07-17,2023-07-23,CUST7475,West,Hyderabad,Blue Dart,Beauty,29171.19
ORD101393,2023-09-13,2023-09-17,CUST5836,West,Bangalore,India Post,Electronics,8578.0
ORD101394,2023-07-12,2023-07-16,CUST3339,South,Hyderabad,Ecom Express,Home,45483.26
ORD101395,2023-01-04,2023-01-13,CUST1763,South,Delhi,India Post,Home,40093.43
ORD101396,2023-10-27,2023-10-28,CUST9671,South,Bangalore,DTDC,Electronics,44647.75
ORD101397,2023-04-27,2023-04-30,CUST6320,West,Delhi,Delhivery,Electronics,35722.7
ORD101398,2023-01-15,2023-01-18,CUST4369,East,Delhi,Ecom Express,Fashion,34062.86
ORD101399,2023-02-18,2023-02-22,CUST7803,West,Mumbai,Ecom Express,Sports,44901.2
ORD101400,2023-01-21,2023-01-27,CUST1584,North,Chennai,Blue Dart,Fashion,24704.57
ORD101401,2023-09-25,2023-09-27,CUST5451,North,Mumbai,Blue Dart,Beauty,15117.87
ORD101402,2023-10-28,2023-10-31,CUST4199,South,Bangalore,India Post,Electronics,43894.77
ORD101403,2023-12-12,2023-12-16,CUST6864,North,Kolkata,Delhivery,Electronics,20813.31
ORD101404,2023-08-23,2023-09-02,CUST6908,West,Bangalore,Delhivery,Sports,18175.43
ORD101405,2023-07-10,2023-07-15,CUST6792,North,Chennai,India Post,Home,17967.65
ORD101406,2023-01-13,2023-01-17,CUST4700,South,Chennai,DTDC,Sports,23124.36
ORD101407,2023-02-08,2023-02-16,CUST6931,East,Bangalore,Delhivery,Beauty,45921.34
ORD101408,2023-07-20,2023-07-21,CUST3283,East,Mumbai,Blue Dart,Beauty,21373.73
ORD101409,2023-05-08,2023-05-12,CUST5475,West,Bangalore,DTDC,Beauty,44625.55
ORD101410,2023-10-07,2023-10-10,CUST5052,East,Hyderabad,Delhivery,Fashion,24513.3
ORD101411,2023-12-27,2023-12-31,CUST7921,East,Delhi,Blue Dart,Electronics,13518.49
ORD101412,2023-10-15,2023-10-22,CUST3036,East,Hyderabad,Ecom Express,Fashion,7812.09
ORD101413,2023-03-14,2023-03-18,CUST7938,East,Bangalore,DTDC,Sports,47292.38
ORD101414,2023-04-15,2023-04-17,CUST9948,North,Mumbai,India Post,Home,9910.05
ORD101415,2023-11-29,2023-12-07,CUST9148,West,Bangalore,Blue Dart,Home,41992.15
ORD101416,2023-02-09,2023-02-13,CUST4196,South,Delhi,India Post,Home,49370.01
ORD101417,2023-09-25,2023-09-29,CUST7137,East,Bangalore,Blue Dart,Fashion,6294.53
ORD101418,2023-01-12,2023-01-14,CUST7057,East,Bangalore,Ecom Express,Home,10315.25
ORD101419,2023-05-23,2023-05-31,CUST7431,West,Mumbai,India Post,Sports,38171.9
ORD101420,2023-02-04,2023-02-05,CUST4355,South,Chennai,India Post,Fashion,42208.78
ORD101421,2023-10-20,2023-10-23,CUST7055,West,Kolkata,Delhivery,Sports,17692.41
ORD101422,2023-10-27,2023-11-01,CUST2679,South,Chennai,Blue Dart,Home,45543.9
ORD101423,2023-08-09,2023-08-13,CUST7946,North,Chennai,Delhivery,Fashion,35274.55
ORD101424,2023-01-20,2023-01-23,CUST5397,South,Bangalore,Delhivery,Beauty,40988.75
ORD101425,2023-02-28,2023-03-04,CUST3775,West,Bangalore,Blue Dart,Sports,30572.84
ORD101426,2023-09-22,2023-09-24,CUST5008,West,Hyderabad,Blue Dart,Electronics,43400.65
ORD101427,2023-10-07,2023-10-11,CUST3111,East,Bangalore,Delhivery,Beauty,16325.56
ORD101428,2023-04-06,2023-04-09,CUST1060,North,Delhi,Ecom Express,Home,49170.13
ORD101429,2023-09-19,2023-09-23,CUST1604,South,Kolkata,DTDC,Beauty,27066.17
ORD101430,2023-08-06,2023-08-14,CUST4658,South,Delhi,India Post,Electronics,27808.31
ORD101431,2023-12-10,2023-12-18,CUST9437,West,Bangalore,DTDC,Beauty,25342.35
ORD101432,2023-08-30,2023-09-05,CUST3153,East,Chennai,Blue Dart,Sports,27977.44
ORD101433,2023-07-23,2023-08-01,CUST3162,West,Hyderabad,India Post,Electronics,41756.14
ORD101434,2023-10-11,2023-10-17,CUST6363,North,Delhi,DTDC,Beauty,10446.57
ORD101435,2023-06-19,2023-06-26,CUST9469,North,Bangalore,Ecom Express,Fashion,37559.55
ORD101436,2023-09-02,2023-09-05,CUST9119,North,Kolkata,DTDC,Beauty,14163.86
ORD101437,2023-12-12,2023-12-21,CUST4277,South,Chennai,Blue Dart,Sports,49356.48
ORD101438,2023-09-12,2023-09-22,CUST3000,West,Hyderabad,India Post,Sports,30150.02
ORD101439,2023-09-09,2023-09-13,CUST3472,East,Hyderabad,India Post,Fashion,14373.4
ORD101440,2023-12-22,2023-12-27,CUST3878,East,Mumbai,Ecom Express,Beauty,20179.4
ORD101441,2023-06-07,2023-06-14,CUST5745,East,Bangalore,Delhivery,Fashion,39348.48
ORD101442,2023-09-03,2023-09-13,CUST3385,South,Delhi,DTDC,Home,26731.71
ORD101443,2023-11-17,2023-11-19,CUST4325,East,Delhi,Ecom Express,Sports,32243.42
ORD101444,2023-08-07,2023-08-16,CUST7913,North,Chennai,Delhivery,Electronics,25405.52
ORD101445,2023-11-07,2023-11-11,CUST9085,North,Chennai,Blue Dart,Beauty,41741.66
ORD101446,2023-05-05,2023-05-15,CUST7367,South,Kolkata,DTDC,Sports,44812.32
ORD101447,2023-05-02,2023-05-09,CUST3157,South,Hyderabad,Ecom Express,Electronics,24443.65
ORD101448,2023-09-21,2023-09-29,CUST1769,North,Kolkata,India Post,Fashion,39210.28
ORD101449,2023-06-09,2023-06-13,CUST9733,East,Delhi,Ecom Express,Home,38740.86
ORD101450,2023-03-15,2023-03-16,CUST2690,East,Chennai,Ecom Express,Sports,49895.11
ORD101451,2023-10-22,2023-10-26,CUST2746,East,Mumbai,Ecom Express,Beauty,40571.08
ORD101452,2023-03-29,2023-03-30,CUST2188,East,Delhi,DTDC,Electronics,44228.14
ORD101453,2023-11-17,2023-11-27,CUST1370,West,Mumbai,Ecom Express,Sports,28158.29
ORD101454,2023-03-11,2023-03-19,CUST3701,West,Delhi,DTDC,Sports,47697.97
ORD101455,2023-06-02,2023-06-07,CUST9464,South,Delhi,Delhivery,Home,40660.57
ORD101456,2023-10-17,2023-10-24,CUST4141,North,Chennai,DTDC,Beauty,42888.74
ORD101457,2023-04-02,2023-04-12,CUST6804,East,Chennai,Delhivery,Electronics,3935.14
ORD101458,2023-12-09,2023-12-12,CUST4836,West,Delhi,Ecom Express,Electronics,13673.17
ORD101459,2023-10-05,2023-10-13,CUST3857,East,Hyderabad,Blue Dart,Fashion,43376.27
ORD101460,2023-10-15,2023-10-24,CUST7887,West,Mumbai,DTDC,Fashion,46909.95
ORD101461,2023-11-16,2023-11-20,CUST6673,East,Delhi,India Post,Beauty,42227.45
ORD101462,2023-11-29,2023-12-03,CUST7114,East,Hyderabad,India Post,Beauty,11659.2
ORD101463,2023-07-29,2023-07-30,CUST8541,West,Mumbai,Delhivery,Fashion,27475.06
ORD101464,2023-01-31,2023-02-10,CUST1278,South,Mumbai,DTDC,Fashion,14116.0
ORD101465,2023-11-15,2023-11-22,CUST8335,South,Chennai,Ecom Express,Fashion,19134.78
ORD101466,2023-12-17,2023-12-27,CUST5270,West,Kolkata,DTDC,Fashion,48462.4
ORD101467,2023-02-16,2023-02-19,CUST3458,North,Chennai,Delhivery,Fashion,30423.92
ORD101468,2023-11-22,2023-12-01,CUST5337,East,Chennai,Delhivery,Beauty,23721.21
ORD101469,2023-10-12,2023-10-17,CUST4469,West,Bangalore,Delhivery,Fashion,30582.38
ORD101470,2023-10-17,2023-10-22,CUST8068,East,Mumbai,Delhivery,Fashion,1870.21
ORD101471,2023-10-07,2023-10-11,CUST8438,West,Mumbai,Blue Dart,Sports,27986.19
ORD101472,2023-08-12,2023-08-15,CUST4903,West,Mumbai,India Post,Electronics,31386.99
ORD101473,2023-04-27,2023-04-28,CUST8108,East,Chennai,Delhivery,Fashion,49634.16
ORD101474,2023-08-07,2023-08-15,CUST1103,South,Delhi,DTDC,Sports,36327.97
ORD101475,2023-03-25,2023-03-31,CUST6511,East,Mumbai,Delhivery,Home,38400.82
ORD101476,2023-08-15,2023-08-22,CUST6155,East,Bangalore,Delhivery,Beauty,26462.97
ORD101477,2023-01-05,2023-01-14,CUST8692,West,Delhi,DTDC,Electronics,6896.91
ORD101478,2023-05-13,2023-05-21,CUST1598,South,Mumbai,Delhivery,Electronics,229.85
ORD101479,2023-10-16,2023-10-20,CUST6662,North,Mumbai,Delhivery,Home,3057.11
ORD101480,2023-05-30,2023-06-05,CUST3613,East,Delhi,DTDC,Fashion,9782.45
ORD101481,2023-01-26,2023-01-28,CUST9385,East,Chennai,India Post,Electronics,30048.19
ORD101482,2023-06-18,2023-06-22,CUST2238,East,Bangalore,Ecom Express,Home,31093.18
ORD101483,2023-03-03,2023-03-04,CUST4689,North,Bangalore,Ecom Express,Fashion,14888.88
ORD101484,2023-08-08,2023-08-14,CUST4785,West,Mumbai,Delhivery,Electronics,27265.74
ORD101485,2023-07-11,2023-07-18,CUST7229,North,Chennai,Blue Dart,Electronics,5495.98
ORD101486,2023-01-21,2023-01-27,CUST1468,East,Kolkata,India Post,Sports,25428.08
ORD101487,2023-11-28,2023-12-07,CUST8820,South,Chennai,DTDC,Electronics,18104.22
ORD101488,2023-07-14,2023-07-18,CUST8693,North,Delhi,Delhivery,Electronics,42645.36
ORD101489,2023-12-31,2024-01-08,CUST8197,East,Chennai,Blue Dart,Electronics,37061.19
ORD101490,2023-03-20,2023-03-21,CUST7776,East,Chennai,DTDC,Home,1026.47
ORD101491,2023-02-02,2023-02-03,CUST1196,South,Bangalore,Blue Dart,Sports,48460.82
ORD101492,2023-10-20,2023-10-27,CUST4521,East,Hyderabad,India Post,Home,30538.5
ORD101493,2023-08-02,2023-08-11,CUST8661,West,Chennai,Blue Dart,Fashion,48744.27
ORD101494,2023-10-10,2023-10-12,CUST1131,South,Chennai,India Post,Home,36573.56
ORD101495,2023-01-21,2023-01-29,CUST4820,West,Chennai,Ecom Express,Electronics,17007.86
ORD101496,2023-11-22,2023-11-23,CUST6301,West,Kolkata,DTDC,Sports,21948.49
ORD101497,2023-01-17,2023-01-19,CUST1704,West,Delhi,DTDC,Fashion,14209.44
ORD101498,2023-03-06,2023-03-10,CUST6040,North,Bangalore,DTDC,Beauty,20291.06
ORD101499,2023-07-31,2023-08-08,CUST1995,North,Mumbai,Ecom Express,Sports,26925.4
ORD101500,2023-09-28,2023-10-01,CUST3998,West,Kolkata,DTDC,Sports,29958.61
ORD101501,2023-02-03,2023-02-12,CUST9086,West,Mumbai,Blue Dart,Beauty,35577.79
ORD101502,2023-09-15,2023-09-20,CUST4485,South,Delhi,DTDC,Home,45751.74
ORD101503,2023-02-11,2023-02-17,CUST9529,South,Bangalore,DTDC,Electronics,8939.33
ORD101504,2023-07-18,2023-07-28,CUST9115,North,Hyderabad,Ecom Express,Sports,18363.35
ORD101505,2023-02-13,2023-02-23,CUST6108,West,Bangalore,Blue Dart,Fashion,13799.82
ORD101506,2023-01-26,2023-02-01,CUST3275,East,Chennai,Blue Dart,Sports,46122.18
ORD101507,2023-04-14,2023-04-16,CUST6293,West,Chennai,India Post,Home,4967.97
ORD101508,2023-03-06,2023-03-08,CUST2490,West,Mumbai,Ecom Express,Sports,31821.36
ORD101509,2023-12-30,2024-01-02,CUST7940,South,Bangalore,DTDC,Home,23380.17
ORD101510,2023-06-05,2023-06-07,CUST4149,North,Delhi,Ecom Express,Sports,15183.22
ORD101511,2023-05-23,2023-05-24,CUST2833,West,Hyderabad,DTDC,Beauty,21484.06
ORD101512,2023-03-09,2023-03-12,CUST7695,West,Delhi,India Post,Beauty,34104.28
ORD101513,2023-05-27,2023-06-05,CUST8595,West,Bangalore,Ecom Express,Electronics,41982.05
ORD101514,2023-06-19,2023-06-21,CUST7213,North,Delhi,India Post,Sports,7271.0
ORD101515,2023-06-22,2023-06-27,CUST3466,North,Hyderabad,Blue Dart,Electronics,6640.37
ORD101516,2023-09-26,2023-09-29,CUST6598,West,Hyderabad,Blue Dart,Electronics,40725.07
